id,ollama_tag,backend,gpu_config,ok,error,load_time_s,decode_tok_per_s,prompt_tok_per_s,ttft_s,n_generated,peak_vram_mib,gguf_size_gb,bandwidth_gb_s,bandwidth_pct
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single0,code,0,True,,,66.98451047316671,108.83275556444008,0.6339785,512,"{0: 15634.69140625, 1: 261.0}",0.0,0.0,22.134528992,1482.670589083236,220.6355043278625
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,single1,code,0,True,,,62.15843046328259,73.21038658017324,0.9389765,512,"{0: 1651.59375, 1: 14244.09765625}",0.0,0.0,22.134528992,1375.8475811867445,204.7392233908846
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual,code,0,True,,,103.05464880832707,460.1991130576339,0.11232,512,"{0: 13096.87890625, 1: 11178.09765625}",0.0,0.0,22.134528992,2281.066111808294,339.4443618762342
qwen3.6-35b-a3b-q4,eval/qwen3.6-35b-a3b-q4,llamacpp,dual_tensor,code,0,True,,,119.33645737145355,369.9553535526024,0.144344,512,"{0: 12857.44140625, 1: 11446.09765625}",0.0,0.0,22.134528992,2641.4562754910107,196.53692525974782
gemma4-31b-q5,eval/gemma4-31b-q5,ollama,auto,chat,0,True,,9.5521336,17.480828317893945,729.8576532027464,0.73302,256,"{0: 14061.44140625, 1: 13486.09765625}",0.0,0.0,21.890427904,382.662811995059,56.943870832598066
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single0,chat,0,True,,,4.449580155233241,273.6364988489974,1.9541935,256,"{0: 15671.56640625, 1: 261.0}",0.0,0.0,21.890427904,97.40321359120237,14.494525832024163
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single1,chat,0,True,,,4.410922032712605,105.30248714318235,5.0519145000000005,256,"{0: 1493.375, 1: 14350.09765625}",0.0,0.0,21.890427904,96.55697074726041,14.36859683738994
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual,chat,0,True,,,17.58452982647329,660.2301302340449,0.8075669999999999,256,"{0: 15502.47265625, 1: 14962.09765625}",0.0,0.0,21.890427904,384.93288239215116,57.28167892740345
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual_tensor,chat,0,True,,,29.235359930433173,530.9368392264447,1.0048565,256,"{0: 15942.46484375, 1: 14962.09765625}",0.0,0.0,21.890427904,639.9745388046379,47.61715318486889
gemma4-31b-q5,eval/gemma4-31b-q5,ollama,auto,rag,0,True,,9.3156306,16.932285869630235,2157.116629161979,0.926241,512,"{0: 13752.71484375, 1: 13486.09765625}",0.0,0.0,21.890427904,370.6549830790586,55.15699152962181
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single0,rag,0,True,,,4.2740477013346485,246.06385035529414,2.1741215,512,"{0: 15493.2890625, 1: 261.0}",0.0,0.0,21.890427904,93.56073306432305,13.922728134571882
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single1,rag,0,True,,,4.248633660033748,130.69887737081183,4.000527,512,"{0: 1393.96875, 1: 14382.09765625}",0.0,0.0,21.890427904,93.00440882547642,13.839941789505419
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual,rag,0,True,,,16.564604170437665,387.6005930262762,1.347488,512,"{0: 15474.44921875, 1: 14994.09765625}",0.0,0.0,21.890427904,362.60627335126344,53.95926686774754
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual_tensor,rag,0,True,,,27.83133555925628,318.2962418687396,1.6433685,512,"{0: 15948.07421875, 1: 15008.09765625}",0.0,0.0,21.890427904,609.2398445319311,45.33034557529249
gemma4-31b-q5,eval/gemma4-31b-q5,ollama,auto,code,0,True,,9.287134,17.60308462096085,820.8701654597802,0.1967685,512,"{0: 13696.01171875, 1: 13480.09765625}",0.0,0.0,21.890427904,385.3390547831546,57.34212124749325
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single0,code,0,True,,,4.487306461524091,96.21938646265339,1.778905,512,"{0: 15355.81640625, 1: 261.0}",0.0,0.0,21.890427904,98.22905857914647,14.617419431420606
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,single1,code,0,True,,,4.415717999295529,35.86540767525777,4.394396499999999,512,"{0: 1314.1015625, 1: 14342.09765625}",0.0,0.0,21.890427904,96.6619565079739,14.384219718448495
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual,code,0,True,,,17.73582585295133,436.3744345549592,0.366572,512,"{0: 15317.57421875, 1: 14954.09765625}",0.0,0.0,21.890427904,388.24481715193036,57.774526361894395
gemma4-31b-q5,eval/gemma4-31b-q5,llamacpp,dual_tensor,code,0,True,,,29.47994984296212,339.3316846595509,0.472498,512,"{0: 15894.765625, 1: 14952.09765625}",0.0,0.0,21.890427904,645.3287166508984,48.01552951271565
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,chat,0,True,,5.3117465,66.58730858264292,14032.808188831385,0.038420499999999996,512,"{0: 9594.7734375, 1: 261.0}",0.0,0.0,5.680522464,378.2507022210031,56.28730687812546
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,chat,0,True,,,68.85364011383459,1247.1410376403364,0.12852750000000002,512,"{0: 9264.1484375, 1: 261.0}",0.0,0.0,5.680522464,391.1246493948089,58.20307282660847
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,chat,0,True,,,68.76539025832133,1164.8075303602275,0.1419055,512,"{0: 3359.48828125, 1: 6124.09765625}",0.0,0.0,5.680522464,390.6233441081211,58.128473825613256
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,chat,0,True,,,67.6537237593125,1176.7360269169665,0.13801349999999998,512,"{0: 6545.4296875, 1: 3950.09765625}",0.0,0.0,5.680522464,384.3084975880252,57.188764522027554
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,chat,0,True,,,67.58024451614554,1209.9442792493805,0.133768,512,"{0: 7239.0234375, 1: 3254.09765625}",0.0,0.0,5.680522464,383.89109709657754,57.12665135365738
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,chat,0,True,,,103.31697458042507,806.1760861886224,0.19865799999999997,512,"{0: 6636.2109375, 1: 3516.09765625}",0.0,0.0,5.680522464,586.8943950166216,43.66773772445101
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,chat,0,True,,2.9018396,67.03278189392252,16822.25631759305,0.0327585,512,"{0: 9715.53125, 1: 261.0}",3.957,3.797871794871795,5.680522464,380.78122337283935,56.66387252572014
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,chat,0,True,,,70.1077523522809,1294.0134341756418,0.12397649999999999,512,"{0: 9226.265625, 1: 261.0}",19.897,6.8777333333333335,5.680522464,398.24866213768047,59.263193770488165
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,chat,0,True,,,68.59825916353662,1157.5335918608596,0.14275,512,"{0: 3357.91796875, 1: 6124.09765625}",153.14,140.22648387096774,5.680522464,389.67395216976365,57.987195263357684
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,chat,0,True,,,68.01092095658657,1196.0668165292313,0.135825,512,"{0: 6517.015625, 1: 3950.09765625}",98.383,92.83435483870967,5.680522464,386.3375642912184,57.4907089719075
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,chat,0,True,,,67.99101935599626,1212.1715789343102,0.1334165,512,"{0: 7215.015625, 1: 3254.09765625}",81.97,77.1221935483871,5.680522464,386.22451280199556,57.47388583363029
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,chat,0,True,,,103.07409779155127,803.3547692071131,0.199405,512,"{0: 6613.015625, 1: 3516.09765625}",129.022,115.6912380952381,5.680522464,585.5147279614398,43.56508392570236
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,chat,0,True,,4.863901,50.201403586866,7522.373713419023,0.0746575,512,"{0: 11573.265625, 1: 261.0}",3.753,3.6468000000000003,6.975877728,350.19885319595784,52.11292458273182
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,chat,0,True,,,51.359069296417964,1903.40712257609,0.27938450000000004,512,"{0: 12678.0078125, 1: 261.0}",19.434,4.335658536585366,6.975877728,358.27458763569075,53.31467077912065
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,chat,0,True,,,49.926814624796094,1848.3334022145214,0.287611,512,"{0: 3290.91015625, 1: 9648.09765625}",137.094,128.31354761904763,6.975877728,348.28335417109975,51.827880084985075
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,chat,0,True,,,49.47207886556775,1934.7769808638675,0.2747805,512,"{0: 8394.0078125, 1: 5816.09765625}",90.076,83.94251162790697,6.975877728,345.11117311617363,51.35582933276394
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,chat,0,True,,,49.291422625577,1986.4603395337726,0.2676685,512,"{0: 9763.328125, 1: 4492.09765625}",77.603,69.43848837209302,6.975877728,343.8509372751979,51.16829423738064
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,chat,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,rag,0,True,,4.3212928,47.848183186732484,3928.707752388784,0.5086005,1024,"{0: 11562.7578125, 1: 261.0}",4.695,4.487802083333333,6.975877728,333.78307541759125,49.67010050857012
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,rag,0,True,,,47.70191364472978,1099.1895888596598,0.4758,1024,"{0: 12698.3203125, 1: 261.0}",21.002,5.231977011494253,6.975877728,332.7627169772498,49.51826145494789
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,rag,0,True,,,46.416680971689914,1085.6304869256123,0.481829,1024,"{0: 3295.72265625, 1: 9670.09765625}",154.939,134.4734382022472,6.975877728,323.7970909980931,48.18409092233528
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,rag,0,True,,,46.03512398982744,1097.5378473838161,0.4766655,1024,"{0: 8516.640625, 1: 5838.09765625}",114.0,88.50585555555556,6.975877728,321.13539614635573,47.78800537892198
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,rag,0,True,,,45.947353516215884,1104.625848248188,0.473797,1024,"{0: 9838.703125, 1: 4514.09765625}",94.764,71.155,6.975877728,320.52312005431287,47.696892865225124
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,rag,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,longdoc,0,True,,3.5549959,47.53981166465621,7501.265410353975,0.5314304995,1024,"{0: 11604.640625, 1: 261.0}",4.707,4.577677083333334,6.975877728,331.6319133847899,49.34998711083183
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,longdoc,0,True,,,44.16376509700005,1095.2851742805283,0.9388624999999999,1024,"{0: 12746.640625, 1: 261.0}",21.047,5.138760416666667,6.975877728,308.0810253247864,45.845390673331316
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,longdoc,0,True,,,43.20913097815013,1079.9583148409333,0.9521824999999999,1024,"{0: 3342.91796875, 1: 9670.09765625}",167.04,136.88899999999998,6.975877728,301.42161443671233,44.854406910225045
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,longdoc,0,True,,,42.80096231767407,1303.6973055658514,0.7894114999999999,1024,"{0: 8463.890625, 1: 5838.09765625}",148.781,88.27452040816327,6.975877728,298.5742797688298,44.4306963941711
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,longdoc,0,True,,,42.76599434662563,1219.873580639834,0.843279,1024,"{0: 9787.890625, 1: 4514.09765625}",97.612,70.5939696969697,6.975877728,298.3303474783997,44.394396946190426
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,longdoc,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,code,0,True,,3.529191,50.21052920506992,1943.5181557893634,0.0828395,1024,"{0: 11593.734375, 1: 261.0}",4.924,4.620076923076923,6.975877728,350.2625123927408,52.12239767749119
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,code,0,True,,,51.49803826040137,1208.6424287653972,0.13047250000000002,1024,"{0: 12719.734375, 1: 261.0}",21.24,5.316417721518987,6.975877728,359.24401813642584,53.45893127030147
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,code,0,True,,,50.072174093640065,1139.9061047200487,0.1383005,1024,"{0: 3342.91796875, 1: 9642.09765625}",140.581,135.31889024390244,6.975877728,349.29736405236235,51.97877441255392
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,code,0,True,,,49.61117180546783,1259.1400666352388,0.1253595,1024,"{0: 8435.734375, 1: 5810.09765625}",90.996,89.21051807228916,6.975877728,346.0814684577446,51.50021852049771
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,code,0,True,,,49.571807735239204,1310.5662467889135,0.120471,1024,"{0: 9759.734375, 1: 4486.09765625}",75.254,72.16233734939759,6.975877728,345.8068695169533,51.459355582879965
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,code,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,chat,0,True,,3.8602561,67.32717113628264,17119.52263366119,0.0322825,512,"{0: 9685.734375, 1: 261.0}",5.206,4.9931282051282055,5.680522464,382.453508077226,56.912724416253866
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,chat,0,True,,,69.88218350632975,1275.899225933298,0.12569049999999998,512,"{0: 9206.984375, 1: 261.0}",21.629,7.377466666666667,5.680522464,396.96731324107645,59.07251685135066
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,chat,0,True,,,68.57268231737709,1089.7846321931006,0.1509665,512,"{0: 3180.91015625, 1: 6124.09765625}",158.742,148.72441935483872,5.680522464,389.52866232059614,57.96557475008871
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,chat,0,True,,,67.87494305634257,1177.8427180599197,0.137955,512,"{0: 6340.0078125, 1: 3950.09765625}",101.006,95.65606451612904,5.680522464,385.5651387742748,57.3757646985528
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,chat,0,True,,,67.73394466481602,1168.7787847137606,0.1381145,512,"{0: 7038.0078125, 1: 3254.09765625}",84.735,80.69241935483872,5.680522464,384.7641942438204,57.25657652437803
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,chat,0,True,,,103.17979632983877,760.7797728347774,0.21032849999999997,512,"{0: 6436.0078125, 1: 3516.09765625}",133.197,117.00338095238095,5.680522464,586.1151508825939,43.609758250192996
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,rag,0,True,,2.8866673,66.97699384910275,4956.546187360112,0.409987,1024,"{0: 9529.5390625, 1: 261.0}",5.188,4.908915492957747,5.680522464,380.46431813101805,56.61671400759197
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,rag,0,True,,,69.12289134158303,1469.826644732894,0.37734449999999997,1024,"{0: 9062.2265625, 1: 261.0}",21.944,6.082475409836066,5.680522464,392.6541370424935,58.43067515513296
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,rag,0,True,,,67.84759762023901,1395.924899663753,0.3980075,1024,"{0: 3185.94140625, 1: 6142.09765625}",161.425,154.053935483871,5.680522464,385.40980241020065,57.35264916818462
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,rag,0,True,,,67.14737820255677,1414.8517111863175,0.39166599999999996,1024,"{0: 6356.9453125, 1: 3968.09765625}",117.657,98.67936507936508,5.680522464,381.43219027832765,56.76074260094162
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,rag,0,True,,,67.1127422453486,1417.5163370637483,0.3908845,1024,"{0: 7054.9453125, 1: 3272.09765625}",86.97,82.74438709677419,5.680522464,381.2354399453445,56.73146427758103
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,rag,0,True,,,102.12083141819221,933.3260483014474,0.5942874999999999,1024,"{0: 6466.9453125, 1: 3548.09765625}",134.233,123.35641860465117,5.680522464,580.0996769133978,43.16217834177068
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,longdoc,0,True,,2.8693368,66.29997268748795,10788.81697246567,0.37427900000000003,1024,"{0: 9522.9453125, 1: 261.0}",5.266,5.048333333333334,5.680522464,376.6184842138618,56.04441729372943
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,longdoc,0,True,,,68.4037855555494,2790.0424409584293,1.086094,1024,"{0: 9066.4140625, 1: 261.0}",21.509,6.320234375,5.680522464,388.56924047093713,57.8228036415085
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,longdoc,0,True,,,67.17523610794211,2720.6428052637098,1.113515,1024,"{0: 3181.12890625, 1: 6142.09765625}",163.105,153.35764615384613,5.680522464,381.5904377356691,56.784291329712666
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,longdoc,0,True,,,66.4374963285915,2766.836856048676,1.0981005,1024,"{0: 6358.1640625, 1: 3968.09765625}",115.306,98.28348484848485,5.680522464,377.3996903464815,56.16066820632165
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,longdoc,0,True,,,66.43742494637704,2780.5921128980744,1.0943245,1024,"{0: 7056.1640625, 1: 3272.09765625}",98.381,81.86096969696969,5.680522464,377.3992848582088,56.16060786580488
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,longdoc,0,True,,,102.08261467270937,1812.2395986899276,1.6773835,1024,"{0: 6468.1640625, 1: 3548.09765625}",135.752,120.21551063829787,5.680522464,579.8825858321816,43.146025731561124
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,code,0,True,,2.8982212,67.57881471674784,5627.386966343213,0.027012,1024,"{0: 9514.1640625, 1: 261.0}",5.622,5.179550724637681,5.680522464,383.88297508897995,57.125442721574395
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,code,0,True,,,69.88656618019863,819.0966369162426,0.0645995,1024,"{0: 9040.0078125, 1: 261.0}",21.581,6.517813559322033,5.680522464,396.992209118441,59.076221595006096
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,code,0,True,,,68.56237472737433,666.5380467370356,0.08275,1024,"{0: 3180.91015625, 1: 6120.09765625}",161.093,153.2489,5.680522464,389.4701098240358,57.95686158095771
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,code,0,True,,,67.72773959769052,709.0201207671927,0.0759355,1024,"{0: 6340.4140625, 1: 3946.09765625}",102.093,98.28045901639345,5.680522464,384.7289462206233,57.251331282830854
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,code,0,True,,,67.81517718481886,728.2868952714625,0.0734875,1024,"{0: 7034.4140625, 1: 3250.09765625}",85.359,82.76104918032787,5.680522464,385.22563739850386,57.325243660491644
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,code,0,True,,,103.11917137655273,499.6638354537618,0.10484850000000001,1024,"{0: 6430.2578125, 1: 3510.09765625}",134.052,125.9819,5.680522464,585.7707694735736,43.584134633450425
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,chat,0,True,,5.4081609,43.01378883030604,8744.542013168848,0.0616385,512,"{0: 8102.2578125, 1: 5766.09765625}",82.853,72.17360714285714,9.527502048,409.8139611729803,60.98422041264588
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,chat,0,True,,,44.99493772831049,1295.523455143099,0.1257235,512,"{0: 12228.2578125, 1: 261.0}",10.561,5.514282608695653,9.527502048,428.6893613561107,63.79305972561171
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,chat,0,True,,,44.60215896154799,1196.8699612268144,0.141062,512,"{0: 3181.16015625, 1: 9308.09765625}",128.291,122.84434042553193,9.527502048,424.9471608513701,63.23618465050151
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,chat,0,True,,,44.176143633719676,1233.6904527044978,0.134646,512,"{0: 7912.1328125, 1: 5564.09765625}",85.732,80.61012765957447,9.527502048,420.8882989430064,62.63218734270929
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,chat,0,True,,,44.15567725046019,1226.6697203120361,0.1339525,512,"{0: 9076.1328125, 1: 4400.09765625}",70.116,66.63829787234043,9.527502048,420.6933054345865,62.60317045157537
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,chat,0,True,,,72.80959764561717,803.8556896777285,0.2004675,512,"{0: 8028.1328125, 1: 5108.09765625}",113.857,105.70968965517241,9.527502048,693.6935906826736,51.61410644960369
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,rag,0,True,,5.3345187,43.14087450109588,4909.147738813925,0.41435500000000003,1024,"{0: 8113.1015625, 1: 5772.09765625}",93.576,78.81096153846154,9.527502048,411.024770161702,61.164400321681846
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,rag,0,True,,,44.692229135364116,1569.4895862956682,0.353234,1024,"{0: 12244.9453125, 1: 261.0}",9.814,5.301580645161291,9.527502048,425.8053046168669,63.363884615605194
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,rag,0,True,,,44.27671451575132,1504.3040366909045,0.371616,1024,"{0: 3189.84765625, 1: 9326.09765625}",141.655,126.88474468085106,9.527502048,421.84648822753206,62.774775033858944
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,rag,0,True,,,43.89945066464796,1524.467751120824,0.36494650000000006,1024,"{0: 7928.9453125, 1: 5582.09765625}",93.051,82.4086170212766,9.527502048,418.25210611350843,62.239896743081616
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,rag,0,True,,,43.86675241932124,1520.9132765896522,0.36523249999999996,1024,"{0: 9092.9453125, 1: 4418.09765625}",85.137,68.30993617021277,9.527502048,417.94057351419207,62.193537725326195
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,rag,0,True,,,72.57035738377505,955.3328264828617,0.5800069999999999,1024,"{0: 7936.1015625, 1: 5140.09765625}",115.22,108.8047627118644,9.527502048,691.4142285980088,51.44451105639946
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,longdoc,0,True,,5.3696349,42.841435854969454,8926.925662961936,0.452442,1024,"{0: 7978.8515625, 1: 5772.09765625}",83.533,77.61173333333333,9.527502048,408.17186784748213,60.739861286827704
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,longdoc,0,True,,,44.41037628754537,3058.213338746671,0.992187,1024,"{0: 12116.8515625, 1: 261.0}",10.688,5.2962105263157895,9.527502048,423.1199510320392,62.96427842738679
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,longdoc,0,True,,,44.018260533150546,2962.7348140755444,1.0216935,1024,"{0: 3056.56640625, 1: 9326.09765625}",167.243,127.53840206185568,9.527502048,419.3840673789894,62.40834335996867
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,longdoc,0,True,,,43.66011714336091,3033.4084054515297,1.000279,1024,"{0: 7799.5078125, 1: 5582.09765625}",112.887,83.56147422680412,9.527502048,415.971855499291,61.900573735013545
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,longdoc,0,True,,,43.6070751460023,3043.9335823468246,0.9978795,1024,"{0: 8968.9765625, 1: 4418.09765625}",85.911,69.47672164948453,9.527502048,415.4664977608268,61.825371690599226
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,longdoc,0,True,,,72.20632545559677,1862.7311023390894,1.631449,1024,"{0: 7930.9140625, 1: 5140.09765625}",115.282,106.85393650793651,9.527502048,687.9459136567527,51.18645190898457
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,code,0,True,,5.383827,43.32018930314411,2443.959852767909,0.0621965,1024,"{0: 7968.9140625, 1: 5762.09765625}",83.499,77.14377450980392,9.527502048,412.73319230545326,61.41862980735912
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,code,0,True,,,45.03266499938536,801.1029856020214,0.06740850000000001,1024,"{0: 12094.9140625, 1: 261.0}",6.011,5.174131868131868,9.527502048,429.048808008542,63.846548810794935
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,code,0,True,,,44.61469293130109,689.1510437856667,0.082926,1024,"{0: 3051.81640625, 1: 9304.09765625}",129.679,125.15108695652174,9.527502048,425.0665782738623,63.253955100277125
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,code,0,True,,,44.238168722305254,729.764629464738,0.07607699999999999,1024,"{0: 7782.9765625, 1: 5560.09765625}",83.743,81.86525,9.527502048,421.47924310153286,62.72012546153762
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,code,0,True,,,44.200734884503035,734.6982002002318,0.0748605,1024,"{0: 8946.9765625, 1: 4396.09765625}",69.996,68.36312903225806,9.527502048,421.12259213520775,62.66705240107259
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,code,0,True,,,73.42801371475656,523.992975238493,0.101024,1024,"{0: 7892.8828125, 1: 5102.09765625}",114.858,109.19303571428573,9.527502048,699.5855510479153,52.05249635773179
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,chat,0,True,,7.451527,22.743811362152314,793.3141158161801,0.6794855,512,"{0: 12002.8828125, 1: 9778.09765625}",101.295,93.23912,16.817244384,382.4882339009114,56.91789194954039
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,chat,0,True,,,10.06965624965153,236.1864752369769,0.712744,512,"{0: 15690.2578125, 1: 261.0}",5.587,4.726686274509804,16.817244384,169.3438700132627,25.19998065673552
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,chat,0,True,,,9.949770507895906,124.77087822872856,1.2881505,512,"{0: 2064.56640625, 1: 13940.09765625}",109.846,66.69867464114832,16.817244384,167.32772219600125,24.899958660119236
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,chat,0,True,,,22.982093653134,392.68118683915657,0.411226,512,"{0: 11034.4765625, 1: 9768.09765625}",104.17,98.49743333333333,16.817244384,386.4954854207298,57.514209139989546
